genome	n_genes_called	n_genes_mapped	n_contigs	taxonomic_level	proportion_genes_retained_in_major_clades	genes_retained_index	clade_separation_score	contamination_portion	n_effective_surplus_clades	mean_hit_identity	reference_representation_score	pass.GUNC
coassembly_treat_HT_bin.104	2263	2107	67	family	0.93	0.86	0.07	0.16	0.41	0.64	0.55	True
coassembly_treat_HT_bin.109	2037	1859	28	family	0.8	0.73	0.03	0.84	8.38	0.56	0.41	True
coassembly_treat_HT_bin.113	3139	2945	389	genus	0.77	0.72	0.28	0.17	0.43	0.75	0.54	True
coassembly_treat_HT_bin.114	2482	2375	54	family	0.94	0.9	0.08	0.22	0.55	0.94	0.85	True
coassembly_treat_HT_bin.115	4387	4145	262	genus	0.75	0.71	0.15	0.35	1.17	0.73	0.52	True
coassembly_treat_HT_bin.12	3837	3690	362	genus	0.81	0.78	0.24	0.37	1.27	0.79	0.61	True
coassembly_treat_HT_bin.121	1852	1820	42	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.92	True
coassembly_treat_HT_bin.123	3605	3373	109	genus	0.76	0.71	0.07	0.68	3.68	0.7	0.49	True
coassembly_treat_HT_bin.125	4085	3793	219	genus	0.79	0.74	0.17	0.27	0.73	0.77	0.57	True
coassembly_treat_HT_bin.132	1965	1764	470	genus	0.67	0.6	0.17	0.68	4.93	0.6	0.36	True
coassembly_treat_HT_bin.133	3297	3115	57	class	0.97	0.92	0.09	0.36	0.9	0.65	0.6	True
coassembly_treat_HT_bin.136	4343	4007	218	genus	0.72	0.66	0.12	0.43	1.8	0.69	0.46	True
coassembly_treat_HT_bin.137	4102	3817	251	genus	0.81	0.75	0.24	0.27	0.76	0.77	0.58	True
coassembly_treat_HT_bin.14	3273	3155	481	genus	0.87	0.84	0.21	0.35	1.18	0.8	0.67	True
coassembly_treat_HT_bin.21	2732	2426	103	genus	0.46	0.41	0.08	0.82	7.15	0.57	0.23	True
coassembly_treat_HT_bin.27	2497	2391	61	genus	0.95	0.91	0.32	0.06	0.12	0.88	0.79	True
coassembly_treat_HT_bin.28	1905	1844	43	kingdom	1.0	0.97	0.0	0.0	0.0	0.92	0.89	True
coassembly_treat_HT_bin.3	2447	2069	275	family	0.83	0.71	0.19	0.03	0.06	0.71	0.5	True
coassembly_treat_HT_bin.32	2285	2171	237	class	0.97	0.92	0.28	0.38	0.9	0.75	0.69	True
coassembly_treat_HT_bin.33	2180	2075	462	genus	0.85	0.81	0.4	0.1	0.23	0.75	0.61	True
coassembly_treat_HT_bin.42	3092	2933	133	genus	0.81	0.77	0.06	0.55	2.91	0.67	0.51	True
coassembly_treat_HT_bin.45	3272	3075	159	genus	0.81	0.76	0.07	0.53	2.63	0.66	0.5	True
coassembly_treat_HT_bin.48	3334	3072	570	class	0.97	0.89	0.3	0.43	0.96	0.76	0.68	True
coassembly_treat_HT_bin.51	2870	2645	162	family	0.91	0.84	0.14	0.3	0.84	0.68	0.58	True
coassembly_treat_HT_bin.52	1378	1152	231	phylum	0.97	0.81	0.06	0.39	0.9	0.56	0.46	True
coassembly_treat_HT_bin.57	3595	3400	523	class	0.96	0.9	0.23	0.03	0.06	0.67	0.61	True
coassembly_treat_HT_bin.6	2463	2350	143	genus	0.93	0.89	0.52	0.08	0.18	0.94	0.84	False
coassembly_treat_HT_bin.60	1611	1307	51	class	0.9	0.73	0.05	0.17	0.44	0.52	0.38	True
coassembly_treat_HT_bin.7	3686	3458	121	genus	0.78	0.74	0.06	0.65	3.55	0.7	0.51	True
coassembly_treat_HT_bin.72	1711	1382	38	genus	0.65	0.53	0.04	0.66	4.78	0.53	0.28	True
coassembly_treat_HT_bin.75	1631	1410	35	phylum	0.93	0.8	0.03	0.27	0.66	0.52	0.42	True
coassembly_treat_HT_bin.77	1582	1431	78	kingdom	1.0	0.9	0.0	0.0	0.0	0.64	0.57	True
coassembly_treat_HT_bin.8	2180	1826	337	family	0.85	0.72	0.3	0.05	0.1	0.63	0.45	True
coassembly_treat_HT_bin.82	2586	2349	162	genus	0.88	0.8	0.19	0.24	0.65	0.67	0.53	True
coassembly_treat_HT_bin.85	3518	3292	243	genus	0.74	0.69	0.09	0.68	5.77	0.68	0.47	True
coassembly_treat_HT_bin.87	1443	1207	259	order	0.94	0.79	0.11	0.62	2.47	0.57	0.45	True
coassembly_treat_HT_bin.89	1627	1332	64	order	0.86	0.71	0.06	0.19	0.48	0.52	0.37	True
coassembly_treat_HT_bin.96	1713	1568	111	genus	0.52	0.48	0.11	0.59	2.93	0.58	0.28	True
coassembly_treat_OP_bin.10	1836	1487	65	genus	0.63	0.51	0.08	0.36	1.25	0.54	0.28	True
coassembly_treat_OP_bin.104	3179	2927	351	order	0.95	0.87	0.22	0.03	0.06	0.7	0.61	True
coassembly_treat_OP_bin.110	2965	2779	256	class	0.95	0.89	0.25	0.4	0.92	0.75	0.67	True
coassembly_treat_OP_bin.112	3204	2943	598	family	0.89	0.82	0.16	0.69	4.03	0.65	0.53	True
coassembly_treat_OP_bin.116	2760	2706	517	genus	0.94	0.92	0.39	0.03	0.05	0.97	0.89	True
coassembly_treat_OP_bin.119	4621	4427	239	genus	0.83	0.79	0.18	0.4	1.49	0.8	0.63	True
coassembly_treat_OP_bin.12	3421	3060	172	genus	0.78	0.7	0.34	0.04	0.09	0.8	0.56	True
coassembly_treat_OP_bin.123	3302	3077	449	class	0.98	0.91	0.27	0.34	0.88	0.65	0.59	True
coassembly_treat_OP_bin.124	1474	1188	70	phylum	0.96	0.77	0.05	0.24	0.58	0.57	0.44	True
coassembly_treat_OP_bin.126	4577	4241	121	genus	0.75	0.69	0.08	0.72	4.34	0.67	0.47	True
coassembly_treat_OP_bin.129	3296	3109	84	family	0.93	0.87	0.1	0.08	0.17	0.79	0.69	True
coassembly_treat_OP_bin.131	3429	3241	68	genus	0.78	0.73	0.03	0.61	3.76	0.65	0.48	True
coassembly_treat_OP_bin.134	3437	3333	237	kingdom	1.0	0.97	0.0	0.0	0.0	0.94	0.92	True
coassembly_treat_OP_bin.15	4264	4006	289	genus	0.76	0.72	0.23	0.24	0.69	0.76	0.55	True
coassembly_treat_OP_bin.16	2353	2198	50	genus	0.91	0.85	0.06	0.18	0.48	0.64	0.55	True
coassembly_treat_OP_bin.2	2813	2490	654	genus	0.75	0.66	0.22	0.56	2.69	0.71	0.47	True
coassembly_treat_OP_bin.24	5702	5263	313	family	0.92	0.85	0.2	0.15	0.36	0.74	0.62	True
coassembly_treat_OP_bin.26	3624	3252	431	genus	0.68	0.61	0.16	0.61	3.47	0.65	0.4	True
coassembly_treat_OP_bin.3	3278	3109	245	order	0.94	0.89	0.13	0.03	0.07	0.7	0.62	True
coassembly_treat_OP_bin.34	2643	2442	158	genus	0.73	0.67	0.11	0.57	2.86	0.66	0.44	True
coassembly_treat_OP_bin.38	2753	2585	49	genus	0.9	0.85	0.14	0.14	0.33	0.72	0.61	True
coassembly_treat_OP_bin.41	2980	2729	72	family	0.94	0.86	0.16	0.13	0.3	0.78	0.67	True
coassembly_treat_OP_bin.44	2853	2762	267	family	0.94	0.91	0.56	0.03	0.06	0.96	0.87	False
coassembly_treat_OP_bin.45	2524	2367	61	genus	0.91	0.85	0.2	0.11	0.24	0.71	0.61	True
coassembly_treat_OP_bin.46	1420	1199	42	class	0.91	0.77	0.08	0.47	1.3	0.55	0.42	True
coassembly_treat_OP_bin.49	3064	3015	130	kingdom	1.0	0.98	0.0	0.0	0.0	0.97	0.96	True
coassembly_treat_OP_bin.5	2915	2843	79	kingdom	1.0	0.98	0.0	0.0	0.0	0.95	0.92	True
coassembly_treat_OP_bin.53	2029	1717	77	order	0.83	0.71	0.09	0.49	1.6	0.52	0.37	True
coassembly_treat_OP_bin.55	2077	1944	34	family	0.94	0.88	0.05	0.37	0.98	0.68	0.59	True
coassembly_treat_OP_bin.57	2442	2230	320	order	0.95	0.87	0.2	0.15	0.33	0.72	0.62	True
coassembly_treat_OP_bin.58	1821	1532	34	class	0.88	0.74	0.04	0.48	1.53	0.53	0.39	True
coassembly_treat_OP_bin.6	2119	1812	537	genus	0.7	0.6	0.1	0.61	3.06	0.64	0.38	True
coassembly_treat_OP_bin.60	3562	3185	76	genus	0.6	0.53	0.06	0.85	8.94	0.59	0.32	True
coassembly_treat_OP_bin.64	3776	3534	121	genus	0.73	0.69	0.09	0.42	1.69	0.69	0.47	True
coassembly_treat_OP_bin.67	2916	2765	156	genus	0.81	0.77	0.17	0.56	2.44	0.7	0.54	True
coassembly_treat_OP_bin.71	3892	3487	163	genus	0.77	0.69	0.11	0.58	2.05	0.66	0.45	True
coassembly_treat_OP_bin.72	2734	2545	255	genus	0.77	0.72	0.23	0.14	0.34	0.74	0.53	True
coassembly_treat_OP_bin.75	2708	2504	344	class	0.96	0.89	0.24	0.07	0.14	0.71	0.63	True
coassembly_treat_OP_bin.76	4373	4010	244	class	0.94	0.86	0.13	0.03	0.07	0.66	0.57	True
coassembly_treat_OP_bin.82	1619	1306	108	class	0.96	0.77	0.07	0.41	1.34	0.58	0.45	True
coassembly_treat_OP_bin.83	3652	3408	108	genus	0.73	0.68	0.1	0.41	1.67	0.7	0.47	True
coassembly_treat_OP_bin.86	4018	3726	877	genus	0.77	0.71	0.21	0.37	1.34	0.71	0.51	True
coassembly_treat_OP_bin.87	3833	3612	131	genus	0.77	0.72	0.04	0.52	2.52	0.69	0.5	True
coassembly_treat_OP_bin.91	3612	3425	295	family	0.94	0.89	0.24	0.11	0.25	0.75	0.67	True
coassembly_treat_OP_bin.92	2122	1967	85	family	0.94	0.87	0.07	0.16	0.41	0.66	0.57	True
cobinning_cage_treat_C03M1CD_subsam_contigs.fasta_bin.13	3796	3534	97	genus	0.75	0.7	0.05	0.59	3.43	0.65	0.46	True
cobinning_cage_treat_C03M1CD_subsam_contigs.fasta_bin.30	2875	2670	656	class	0.97	0.9	0.32	0.37	0.88	0.77	0.69	True
cobinning_cage_treat_C03M1CR_subsam_contigs.fasta_bin.25	4939	4623	104	class	0.97	0.91	0.11	0.27	0.7	0.65	0.59	True
cobinning_cage_treat_C03M1HR_subsam_contigs.fasta_bin.3	5049	4709	317	genus	0.81	0.76	0.18	0.31	1.01	0.77	0.59	True
cobinning_cage_treat_C03M1OP_subsam_contigs.fasta_bin.11	4076	3943	112	genus	0.84	0.81	0.13	0.39	1.4	0.8	0.65	True
cobinning_cage_treat_C03M1OP_subsam_contigs.fasta_bin.22	3720	3620	262	family	0.96	0.93	0.27	0.14	0.31	0.95	0.88	True
cobinning_cage_treat_C03M1OP_subsam_contigs.fasta_bin.5	2918	2702	189	class	0.94	0.87	0.15	0.18	0.41	0.66	0.57	True
cobinning_cage_treat_C03M2CD_subsam_contigs.fasta_bin.11	3841	3643	170	genus	0.78	0.74	0.15	0.22	0.61	0.77	0.57	True
cobinning_cage_treat_C03M2CD_subsam_contigs.fasta_bin.13	4033	3899	110	kingdom	1.0	0.97	0.0	0.0	0.0	0.91	0.88	True
cobinning_cage_treat_C03M2CD_subsam_contigs.fasta_bin.19	2437	2310	251	class	0.98	0.93	0.2	0.33	0.8	0.78	0.72	True
cobinning_cage_treat_C03M2CD_subsam_contigs.fasta_bin.20	3870	3627	79	genus	0.78	0.73	0.05	0.65	3.62	0.7	0.51	True
cobinning_cage_treat_C03M2CR_subsam_contigs.fasta_bin.13	3206	3036	73	order	0.94	0.89	0.12	0.35	0.84	0.66	0.59	True
cobinning_cage_treat_C03M2HR_subsam_contigs.fasta_bin.24	3800	3556	105	class	0.93	0.87	0.06	0.03	0.06	0.67	0.58	True
cobinning_cage_treat_C03M2HR_subsam_contigs.fasta_bin.28	2049	1999	79	genus	0.97	0.95	0.49	0.03	0.06	0.96	0.91	False
cobinning_cage_treat_C03M2HR_subsam_contigs.fasta_bin.6	3443	3203	365	order	0.93	0.86	0.21	0.18	0.43	0.68	0.59	True
cobinning_cage_treat_C03M3CD_subsam_contigs.fasta_bin.17	3423	3197	372	class	0.95	0.89	0.26	0.32	0.77	0.65	0.58	True
cobinning_cage_treat_C03M3CD_subsam_contigs.fasta_bin.22	2025	1892	118	family	0.93	0.87	0.09	0.12	0.27	0.67	0.58	True
cobinning_cage_treat_C03M3CD_subsam_contigs.fasta_bin.23	3679	3447	235	class	0.92	0.86	0.12	0.04	0.07	0.65	0.57	True
cobinning_cage_treat_C03M3HT_subsam_contigs.fasta_bin.28	2527	2390	465	genus	0.83	0.79	0.41	0.04	0.07	0.84	0.66	True
cobinning_cage_treat_C03M3HT_subsam_contigs.fasta_bin.4	2870	2702	160	class	0.96	0.91	0.15	0.38	0.89	0.76	0.69	True
cobinning_cage_treat_C03M3OP_subsam_contigs.fasta_bin.13	1821	1454	5	order	0.86	0.69	0.01	0.4	1.38	0.52	0.36	True
cobinning_cage_treat_C03M4CD_subsam_contigs.fasta_bin.14	3512	3348	69	family	0.95	0.9	0.03	0.3	0.78	0.8	0.72	True
cobinning_cage_treat_C03M4CR_subsam_contigs.fasta_bin.14	1428	1220	30	phylum	0.95	0.81	0.01	0.05	0.1	0.52	0.42	True
cobinning_cage_treat_C03M4CR_subsam_contigs.fasta_bin.16	3454	3214	88	genus	0.81	0.75	0.04	0.55	2.79	0.68	0.51	True
cobinning_cage_treat_C03M4CR_subsam_contigs.fasta_bin.2	2338	2225	183	genus	0.8	0.76	0.13	0.46	1.81	0.68	0.51	True
cobinning_cage_treat_C03M4CR_subsam_contigs.fasta_bin.24	2501	2312	157	genus	0.93	0.86	0.15	0.26	0.76	0.65	0.56	True
cobinning_cage_treat_C03M4CR_subsam_contigs.fasta_bin.27	2688	2528	551	genus	0.78	0.74	0.19	0.63	3.13	0.71	0.52	True
cobinning_cage_treat_C03M4CR_subsam_contigs.fasta_bin.7	2604	2425	122	order	0.97	0.9	0.2	0.1	0.21	0.8	0.72	True
cobinning_cage_treat_C03M4HT_subsam_contigs.fasta_bin.7	2850	2529	334	phylum	0.96	0.85	0.14	0.03	0.07	0.57	0.49	True
cobinning_cage_treat_C03M4OP_subsam_contigs.fasta_bin.20	4079	3863	285	genus	0.75	0.71	0.17	0.69	3.92	0.68	0.49	True
cobinning_cage_treat_C03M5CR_subsam_contigs.fasta_bin.10	3671	3456	88	family	0.92	0.87	0.12	0.09	0.2	0.79	0.68	True
cobinning_cage_treat_C03M5HT_subsam_contigs.fasta_bin.16	2423	2310	41	family	0.93	0.89	0.07	0.16	0.37	0.73	0.65	True
cobinning_cage_treat_C03M5OP_subsam_contigs.fasta_bin.21	3509	3232	127	class	0.96	0.89	0.15	0.34	0.82	0.67	0.6	True
cobinning_cage_treat_C05M1CD_subsam_contigs.fasta_bin.23	3516	3299	120	order	0.94	0.88	0.08	0.04	0.08	0.68	0.6	True
cobinning_cage_treat_C05M1CR_subsam_contigs.fasta_bin.19	2456	2324	480	genus	0.81	0.77	0.34	0.1	0.23	0.76	0.59	True
cobinning_cage_treat_C05M1CR_subsam_contigs.fasta_bin.20	2144	1986	58	family	0.94	0.87	0.02	0.25	0.67	0.65	0.56	True
cobinning_cage_treat_C05M1CR_subsam_contigs.fasta_bin.28	1647	1330	50	class	0.9	0.73	0.06	0.18	0.46	0.52	0.38	True
cobinning_cage_treat_C05M1CR_subsam_contigs.fasta_bin.30	4554	4248	113	order	0.92	0.86	0.08	0.03	0.06	0.66	0.57	True
cobinning_cage_treat_C05M1CR_subsam_contigs.fasta_bin.5	4577	4451	129	genus	0.92	0.9	0.17	0.06	0.13	0.96	0.86	True
cobinning_cage_treat_C05M1HT_subsam_contigs.fasta_bin.17	2322	2165	45	family	0.95	0.88	0.03	0.16	0.39	0.64	0.57	True
cobinning_cage_treat_C05M1OP_subsam_contigs.fasta_bin.15	2454	2310	459	class	0.97	0.91	0.33	0.34	0.82	0.77	0.71	True
cobinning_cage_treat_C05M2CR_subsam_contigs.fasta_bin.6	3741	3435	209	class	0.98	0.9	0.25	0.31	0.81	0.65	0.58	True
cobinning_cage_treat_C05M2OP_subsam_contigs.fasta_bin.29	2586	2383	507	genus	0.73	0.67	0.16	0.57	2.77	0.67	0.45	True
cobinning_cage_treat_C05M3HR_subsam_contigs.fasta_bin.7	4353	4133	311	genus	0.74	0.7	0.13	0.62	3.44	0.68	0.47	True
cobinning_cage_treat_C05M4CD_subsam_contigs.fasta_bin.5	2542	2456	460	family	0.96	0.93	0.38	0.07	0.16	0.86	0.8	True
cobinning_cage_treat_C05M4HR_subsam_contigs.fasta_bin.18	3574	3364	71	genus	0.8	0.75	0.05	0.53	2.59	0.66	0.5	True
cobinning_cage_treat_C05M4OP_subsam_contigs.fasta_bin.16	2485	2293	169	genus	0.89	0.82	0.15	0.15	0.36	0.67	0.55	True
cobinning_cage_treat_C05M4OP_subsam_contigs.fasta_bin.3	2579	2456	74	genus	0.91	0.87	0.2	0.1	0.22	0.75	0.65	True
cobinning_cage_treat_C05M5CD_subsam_contigs.fasta_bin.18	1780	1492	84	genus	0.55	0.46	0.11	0.54	2.74	0.53	0.24	True
cobinning_cage_treat_C05M5CD_subsam_contigs.fasta_bin.33	2528	2364	578	class	0.96	0.9	0.34	0.36	0.85	0.78	0.7	True
cobinning_cage_treat_C05M5CR_subsam_contigs.fasta_bin.17	2444	2314	62	class	0.94	0.89	0.04	0.19	0.43	0.65	0.58	True
cobinning_cage_treat_C05M5CR_subsam_contigs.fasta_bin.25	1726	1434	26	class	0.88	0.73	0.07	0.45	1.38	0.51	0.38	True
cobinning_cage_treat_C05M5OP_subsam_contigs.fasta_bin.23	2800	2583	39	family	0.95	0.88	0.07	0.11	0.25	0.78	0.69	True
cobinning_cage_treat_C06M1CD_subsam_contigs.fasta_bin.7	4605	4220	267	genus	0.73	0.66	0.14	0.43	1.82	0.7	0.47	True
cobinning_cage_treat_C06M2CD_subsam_contigs.fasta_bin.4	1695	1641	11	family	0.94	0.91	0.04	0.06	0.12	0.77	0.7	True
cobinning_cage_treat_C06M2OP_subsam_contigs.fasta_bin.21	4315	4209	547	genus	0.87	0.85	0.31	0.15	0.35	0.96	0.81	True
cobinning_cage_treat_C06M3CR_subsam_contigs.fasta_bin.26	2103	1999	67	family	0.95	0.9	0.09	0.04	0.09	0.77	0.69	True
cobinning_cage_treat_C06M3HT_subsam_contigs.fasta_bin.17	1804	1479	48	order	0.86	0.71	0.06	0.18	0.46	0.52	0.37	True
cobinning_cage_treat_C06M3OP_subsam_contigs.fasta_bin.14	1265	1111	50	genus	0.76	0.66	0.07	0.49	1.99	0.57	0.38	True
cobinning_cage_treat_C06M3OP_subsam_contigs.fasta_bin.9	2569	2368	162	genus	0.92	0.85	0.14	0.34	1.16	0.66	0.56	True
cobinning_cage_treat_C06M4HR_subsam_contigs.fasta_bin.15	5134	4990	299	genus	0.9	0.88	0.52	0.06	0.13	0.94	0.83	False
cobinning_cage_treat_C06M4OP_subsam_contigs.fasta_bin.19	2485	2377	433	family	0.95	0.91	0.23	0.22	0.55	0.95	0.86	True
cobinning_cage_treat_C06M5CR_subsam_contigs.fasta_bin.2	3172	2981	526	class	0.96	0.91	0.33	0.4	0.92	0.77	0.69	True
cobinning_cage_treat_C06M5HR_subsam_contigs.fasta_bin.15	2085	1925	100	family	0.93	0.85	0.13	0.19	0.49	0.65	0.56	True
cobinning_cage_treat_C06M5HT_subsam_contigs.fasta_bin.7	1877	1563	21	family	0.85	0.71	0.06	0.05	0.09	0.6	0.42	True
cobinning_cage_treat_C10F1CD_subsam_contigs.fasta_bin.13	2497	2348	515	order	0.97	0.91	0.29	0.35	0.83	0.78	0.72	True
cobinning_cage_treat_C10F1CD_subsam_contigs.fasta_bin.7	3693	3490	132	genus	0.82	0.78	0.12	0.26	0.72	0.77	0.59	True
cobinning_cage_treat_C10F1CR_subsam_contigs.fasta_bin.29	3331	3128	200	genus	0.79	0.75	0.34	0.24	0.69	0.75	0.56	True
cobinning_cage_treat_C10F1HR_subsam_contigs.fasta_bin.1	1740	1422	216	genus	0.65	0.53	0.19	0.35	1.2	0.55	0.29	True
cobinning_cage_treat_C10F1OP_subsam_contigs.fasta_bin.21	3236	3082	284	genus	0.74	0.71	0.17	0.4	1.58	0.69	0.49	True
cobinning_cage_treat_C10F1OP_subsam_contigs.fasta_bin.25	2365	2203	526	family	0.9	0.84	0.18	0.63	2.95	0.7	0.59	True
cobinning_cage_treat_C10F1OP_subsam_contigs.fasta_bin.6	3246	3097	99	class	0.97	0.92	0.1	0.05	0.1	0.67	0.62	True
cobinning_cage_treat_C10F2CD_subsam_contigs.fasta_bin.3	1992	1670	25	class	0.88	0.74	0.05	0.45	1.43	0.53	0.39	True
cobinning_cage_treat_C10F2CR_subsam_contigs.fasta_bin.11	1526	1261	46	order	0.84	0.7	0.05	0.46	1.35	0.52	0.36	True
cobinning_cage_treat_C10F2HT_subsam_contigs.fasta_bin.14	1603	1332	11	phylum	0.93	0.77	0.02	0.29	0.7	0.51	0.39	True
cobinning_cage_treat_C10F2OP_subsam_contigs.fasta_bin.10	3952	3716	193	genus	0.69	0.65	0.07	0.65	4.34	0.69	0.45	True
cobinning_cage_treat_C10F3CD_subsam_contigs.fasta_bin.10	4506	4176	210	genus	0.76	0.71	0.11	0.73	4.57	0.68	0.48	True
cobinning_cage_treat_C10F3CD_subsam_contigs.fasta_bin.11	3452	3362	79	kingdom	1.0	0.97	0.0	0.0	0.0	0.94	0.92	True
cobinning_cage_treat_C10F3CR_subsam_contigs.fasta_bin.12	2072	2006	71	genus	0.95	0.92	0.15	0.02	0.04	0.97	0.89	True
cobinning_cage_treat_C10F3CR_subsam_contigs.fasta_bin.9	3970	3796	303	class	0.98	0.94	0.13	0.19	0.47	0.69	0.64	True
cobinning_cage_treat_C10F3HR_subsam_contigs.fasta_bin.1	2367	2264	161	kingdom	1.0	0.96	0.0	0.0	0.0	0.96	0.92	True
cobinning_cage_treat_C10F3HR_subsam_contigs.fasta_bin.12	2481	2323	40	genus	0.91	0.85	0.17	0.1	0.23	0.72	0.61	True
cobinning_cage_treat_C10F3HR_subsam_contigs.fasta_bin.8	3181	3004	100	family	0.94	0.89	0.04	0.31	0.96	0.66	0.59	True
cobinning_cage_treat_C10F4CD_subsam_contigs.fasta_bin.11	2265	2131	525	order	0.98	0.92	0.34	0.33	0.8	0.79	0.72	True
cobinning_cage_treat_C10F4CD_subsam_contigs.fasta_bin.21	3396	3325	110	kingdom	1.0	0.98	0.0	0.0	0.0	0.97	0.95	True
cobinning_cage_treat_C10F4CD_subsam_contigs.fasta_bin.7	4724	4446	96	family	0.93	0.88	0.09	0.12	0.29	0.74	0.65	True
cobinning_cage_treat_C10F4CR_subsam_contigs.fasta_bin.21	3755	3491	109	genus	0.73	0.68	0.12	0.42	1.74	0.7	0.47	True
cobinning_cage_treat_C10F4HR_subsam_contigs.fasta_bin.12	3280	3201	272	genus	0.94	0.92	0.73	0.02	0.05	0.98	0.9	False
cobinning_cage_treat_C10F4HR_subsam_contigs.fasta_bin.20	3353	3169	31	genus	0.78	0.73	0.02	0.61	3.72	0.65	0.48	True
cobinning_cage_treat_C10F4OP_subsam_contigs.fasta_bin.16	1606	1305	87	class	0.96	0.78	0.07	0.41	1.32	0.58	0.45	True
cobinning_cage_treat_C10F5CR_subsam_contigs.fasta_bin.1	4301	4094	156	genus	0.85	0.81	0.11	0.39	1.29	0.8	0.65	True
cobinning_cage_treat_C10F5OP_subsam_contigs.fasta_bin.29	3845	3638	581	class	0.94	0.89	0.17	0.03	0.07	0.66	0.59	True
cobinning_cage_treat_C11F1CD_subsam_contigs.fasta_bin.6	3226	3080	508	genus	0.84	0.8	0.35	0.16	0.37	0.82	0.66	True
cobinning_cage_treat_C11F1OP_subsam_contigs.fasta_bin.20	4865	4726	153	genus	0.89	0.86	0.2	0.17	0.39	0.95	0.82	True
cobinning_cage_treat_C11F1OP_subsam_contigs.fasta_bin.3	3306	3074	770	class	0.96	0.9	0.45	0.47	0.99	0.76	0.68	False
cobinning_cage_treat_C11F2CD_subsam_contigs.fasta_bin.3	3545	3340	239	genus	0.79	0.75	0.08	0.56	2.96	0.67	0.5	True
cobinning_cage_treat_C11F2CR_subsam_contigs.fasta_bin.10	4628	4292	202	family	0.92	0.85	0.11	0.16	0.39	0.71	0.6	True
cobinning_cage_treat_C11F2CR_subsam_contigs.fasta_bin.19	3714	3534	103	genus	0.76	0.72	0.12	0.34	1.11	0.73	0.52	True
cobinning_cage_treat_C11F2HR_subsam_contigs.fasta_bin.29	4428	4120	135	order	0.91	0.84	0.06	0.04	0.08	0.66	0.55	True
cobinning_cage_treat_C11F3HR_subsam_contigs.fasta_bin.10	1803	1727	197	order	0.98	0.93	0.23	0.27	0.64	0.78	0.73	True
cobinning_cage_treat_C11F3HT_subsam_contigs.fasta_bin.12	4378	4350	63	genus	0.95	0.94	0.02	0.32	0.76	0.99	0.94	True
cobinning_cage_treat_C11F3HT_subsam_contigs.fasta_bin.18	2018	1895	33	family	0.94	0.88	0.05	0.37	0.97	0.68	0.6	True
cobinning_cage_treat_C11F4HR_subsam_contigs.fasta_bin.5	2210	2048	70	family	0.95	0.88	0.11	0.18	0.47	0.68	0.6	True
cobinning_cage_treat_C11F4OP_subsam_contigs.fasta_bin.23	2148	1994	101	genus	0.93	0.87	0.07	0.23	0.65	0.66	0.57	True
cobinning_cage_treat_C11F5CR_subsam_contigs.fasta_bin.13	3886	3757	444	genus	0.84	0.81	0.19	0.38	1.35	0.79	0.64	True
cobinning_cage_treat_C11F5CR_subsam_contigs.fasta_bin.14	3057	2825	123	genus	0.8	0.74	0.25	0.03	0.07	0.8	0.59	True
cobinning_cage_treat_C11F5HT_subsam_contigs.fasta_bin.15	3333	3148	63	genus	0.79	0.75	0.05	0.68	3.87	0.69	0.52	True
cobinning_cage_treat_C11F5HT_subsam_contigs.fasta_bin.16	2733	2535	212	genus	0.67	0.63	0.13	0.58	2.86	0.65	0.4	True
cobinning_cage_treat_C11F5OP_subsam_contigs.fasta_bin.12	3185	2864	73	genus	0.8	0.72	0.24	0.04	0.08	0.8	0.58	True
cobinning_cage_treat_C11F5OP_subsam_contigs.fasta_bin.22	2617	2451	25	genus	0.91	0.85	0.09	0.12	0.28	0.72	0.61	True
cobinning_cage_treat_C11F5OP_subsam_contigs.fasta_bin.5	3601	3233	210	genus	0.78	0.7	0.14	0.57	2.02	0.66	0.46	True
cobinning_cage_treat_C12F1CD_subsam_contigs.fasta_bin.20	2867	2717	418	family	0.92	0.88	0.26	0.24	0.67	0.74	0.65	True
cobinning_cage_treat_C12F3CR_subsam_contigs.fasta_bin.17	2610	2483	228	class	0.98	0.93	0.2	0.34	0.82	0.77	0.72	True
cobinning_cage_treat_C12F3CR_subsam_contigs.fasta_bin.29	3561	3158	738	class	0.95	0.84	0.16	0.06	0.12	0.63	0.53	True
cobinning_cage_treat_C12F3CR_subsam_contigs.fasta_bin.31	3472	3301	101	class	0.96	0.91	0.11	0.28	0.68	0.67	0.61	True
cobinning_cage_treat_C12F3HR_subsam_contigs.fasta_bin.24	3688	3446	103	genus	0.78	0.73	0.09	0.29	0.84	0.74	0.54	True
cobinning_cage_treat_C12F3HT_subsam_contigs.fasta_bin.12	1738	1481	28	phylum	0.95	0.81	0.04	0.28	0.72	0.52	0.42	True
cobinning_cage_treat_C12F3HT_subsam_contigs.fasta_bin.4	2683	2523	583	class	0.97	0.92	0.29	0.32	0.77	0.78	0.71	True
cobinning_cage_treat_C12F3HT_subsam_contigs.fasta_bin.7	2704	2487	120	family	0.92	0.84	0.09	0.26	0.75	0.64	0.54	True
cobinning_cage_treat_C12F3OP_subsam_contigs.fasta_bin.21	3498	3309	126	genus	0.82	0.78	0.13	0.21	0.56	0.76	0.59	True
cobinning_cage_treat_C12F4CD_subsam_contigs.fasta_bin.15	4163	3943	129	genus	0.82	0.78	0.13	0.14	0.34	0.76	0.59	True
